member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel
MBR-016627,Aditya Malhotra,Male,16-08-1991,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,19-01-2024,Standard,Instagram Ad,Morning,False,Pre-Wedding Prep,App
MBR-007966,Sharmila Chatterjee,Female,01-12-2003,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2023/08/20,Premium,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-016917,Abhinav Verma,Male,13-07-2008,Nashik,Tier3,Maharashtra,Student,Single,BR-012,15-05-2024,Basic,Friend Referral,Morning,False,Weight Loss,App
MBR-005405,Rushabh Chavan,Male,2004/10/26,Nagpur,Tier2,Maharashtra,Student,Single,BR-001,21-05-2022,Basic,Walk-in,Morning,False,Muscle Gain,In-person
MBR-016511,Tejas Chavan,Male,11-12-1996,Pune,Tier1,Maharashtra,Student,Married,BR-027,2024/11/15,Basic,Friend Referral,Morning,False,Weight Loss,App
MBR-012850,Aparna Save,Female,1998/04/05,Surat,Tier2,Gujarat,Salaried-IT,Married,BR-031,08-04-2025,Premium,Friend Referral,Morning,True,Weight Loss,Website
MBR-011722,Ritu Mishra,Female,08-08-1996,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-005,2025/05/16,Premium,Walk-in,Morning,False,Weight Loss,In-person
MBR-009021,Nisha Kale,Female,2000/08/27,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-026,2025/06/10,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-007454,Puneet Chopra,Male,04-12-1999,Chandigarh,Tier2,Punjab,Govt Employee,Single,BR-008,14-01-2023,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App
MBR-005491,Kiran Shetty,Male,2006/05/03,Patna,Tier3,Bihar,Student,Single,BR-032,17-11-2022,Premium,Walk-in,Late Night,False,General Fitness,App
MBR-002121,Payal Rana,Female,1996/07/07,Jaipur,Tier2,Rajasthan,Business Owner,Single,BR-020,2023/12/26,Standard,Corporate Tie-up,Late Night,False,Weight Loss,In-person
MBR-006516,Anjali Kher,Female,09-09-2004,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-029,17-02-2024,Basic,Instagram Ad,Early Morning (5-7am),False,Rehab,App
MBR-013229,Sathish Reddy,Male,15-08-1981,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-010,20-01-2024,Standard,Friend Referral,Morning,False,Muscle Gain,Website
MBR-008591,Deepa Iyer,Female,23-04-2004,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-014,2023/04/05,Premium,Instagram Ad,Evening (6-9pm),False,Weight Loss,Website
MBR-010177,Abhijit Kale,Male,23-02-2007,Mumbai,Tier1,Maharashtra,Student,Single,BR-026,02-05-2024,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person
MBR-014295,Abhijit Patel,Male,15-06-1995,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-039,27-01-2023,Basic,Friend Referral,Morning,False,Weight Loss,In-person
MBR-012886,Vidya Pillai,Female,1993/08/25,Jalandhar,Tier2,Punjab,Salaried-IT,Single,BR-007,03-12-2022,Basic,Friend Referral,Afternoon,False,Weight Loss,In-person
MBR-014489,Swati Chopra,Female,1992/07/16,Indore,Tier2,Madhya Pradesh,Salaried-Non IT,Married,BR-018,17-10-2023,Premium,Friend Referral,Afternoon,False,Muscle Gain,App
MBR-000136,Naveen Aggarwal,Male,1990/08/15,Amritsar,Tier3,Punjab,Salaried-IT,Other,BR-026,13-08-2024,Basic,Instagram Ad,Late Night,False,Muscle Gain,App
MBR-014647,Shobha Raman,Female,16-12-2000, Bangalore,Tier1,Karnataka,Business Owner,Single,BR-033,05-01-2021,Basic,Aggregator App,Late Night,False,Weight Loss,In-person
MBR-005349,Swati Khurana,Female,1997/10/15,Nashik,Tier3,Maharashtra,Business Owner,Married,BR-012,14-01-2024,Basic,Friend Referral,Afternoon,False,Rehab,App
MBR-016499,Sohini Chatterjee,Female,15-11-1980,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-016,2024/11/06,Basic,Aggregator App,Afternoon,False,Weight Loss,In-person
MBR-013833,Vikram Anand,Male,1973/06/20,Delhi,Tier1,Delhi,Business Owner,Other,BR-005,27-02-2025,Standard,Aggregator App,Morning,False,General Fitness,Website
MBR-000231,Ashok Chakraborty,Male,1998/08/20,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-030,14-02-2023,Standard,Instagram Ad,Morning,False,General Fitness,App
MBR-013988,Ishita Khanna,Female,1996/02/04,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-026,09-10-2022,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-008172,Snehal Save,Female,1988/05/08,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-039,2023/02/04,Basic,Walk-in,Evening (6-9pm),False,General Fitness,Website
MBR-012769,Tejas Save,Male,2001/01/08,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,25-07-2022,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,Website
MBR-001919,Mansi Rane,Female,03-09-2002,Ahmedabad,Tier1,Gujarat,Business Owner,Single,BR-038,04-07-2022,PT-Combo,Corporate Tie-up,Afternoon,True,Weight Loss,App
MBR-001948,Balaji Balan,Male,10-03-2000,Ahmedabad,Tier1,Gujarat,Govt Employee,Single,BR-038,2023/03/22,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-006105,Abhijit Modi,Male,07-10-2007,Delhi,Tier1,Delhi,Homemaker,Single,BR-005,2025/01/13,Basic,Walk-in,Late Night,False,General Fitness,App
MBR-002165,Aditi Arora,Female,1995/08/13,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-004,2022/12/21,Standard,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-011734,Jyoti Saxena,Female,06-01-1983,Delhi,Tier1,Delhi,Homemaker,Married,BR-028,26-11-2023,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person
MBR-010208,Vignesh Achary,Male,2003/12/10,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-014,06-08-2021,Premium,Walk-in,Evening (6-9pm),True,Muscle Gain,App
MBR-017180,Swathi Nair,Female,13-01-1998,Nashik,Tier3,Maharashtra,Salaried-IT,Married,BR-012,26-04-2025,Basic,Instagram Ad,Early Morning (5-7am),False,General Fitness,App
MBR-005397,Komal Malhotra,Female,1992/09/18,Indore,Tier2,Madhya Pradesh,Salaried-IT,Single,BR-018,2021/04/16,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,App
MBR-009157,Dinesh Subramaniam,Male,20-11-1997,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,24-03-2024,Basic,Friend Referral,Early Morning (5-7am),False,General Fitness,Website
MBR-013619,Pratik Shah,Other,17-10-2005,Gurgaon,Tier1,Haryana,Govt Employee,Single,BR-037,2023/11/21,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person
MBR-013698,Isha Kapoor,Female,11-07-2001,Chandigarh,Tier2,Punjab,Business Owner,Single,BR-008,2023/04/06,PT-Combo,Corporate Tie-up,Early Morning (5-7am),True,Muscle Gain,App
MBR-006939,Puneet Bhatia,Male,02-12-1994,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-026,01-08-2022,Premium,Aggregator App,Evening (6-9pm),False,Weight Loss,App
MBR-005102,Priya Mukherjee,Female,05-03-2003,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,2022/09/09,Standard,Justdial,Evening (6-9pm),False,General Fitness,Website
MBR-014341,Varun Grover,Male,1995/03/09,Vadodara,Tier2,Gujarat,Salaried-Non IT,Single,BR-003,2024/01/09,Basic,Instagram Ad,Afternoon,False,Muscle Gain,In-person
MBR-012936,Ravi Reddy,Male,,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Married,BR-015,2024/04/09,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,Website
MBR-001941,Ritu Rana,Female,14-12-2004,Delhi,Tier1,Delhi,Student,Single,BR-018,24-06-2025,Basic,Walk-in,Afternoon,False,Sports Training,App
MBR-016273,Amit Jadhav,Male,22-01-1996,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-016,01-09-2025,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-000158,Suresh Iyer,Male,1993/10/26,Hyderabad,Tier1,Telangana,Salaried-Non IT,Married,BR-011,21-04-2023,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-009872,Harish Achary,Male,19-02-2003,Vadodara,Tier2,Gujarat,Student,Single,BR-003,21-12-2023,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,Website
MBR-006242,Rohan Chauhan,Male,20-03-2006,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-005,2022/01/05,Basic,Corporate Tie-up,Evening (6-9pm),False,Sports Training,In-person
MBR-000229,Santhosh Shetty,Male,1997/10/20,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,25-10-2022,PT-Combo,Walk-in,Morning,True,General Fitness,Website
MBR-008694,Santhosh Nambiar,Male,21-11-2003,Bangalore,Tier1,Karnataka,Student,Single,BR-033,06-04-2021,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,Website
MBR-000962,Yash Bhatt,Male,27-12-1982,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Married,BR-038,2021/02/15,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,App
MBR-001241,Neha Desai,Female,2007/11/01,Nagpur,Tier2,Maharashtra,Student,Single,BR-007,16-09-2024,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,App
MBR-010662,Mihir Modi,Male,19-11-1997,Ahmedabad,Tier1,Gujarat,Homemaker,Single,BR-038,22-04-2022,PT-Combo,Instagram Ad,Evening (6-9pm),True,Weight Loss,App
MBR-011822,Tejas Desai,Male,2003/08/12,Surat,Tier2,Gujarat,Freelancer,Single,BR-031,2022/12/03,Standard,Instagram Ad,Morning,False,Sports Training,App
MBR-000980,Arindam Ghosh,Male,21-12-2002,Delhi,Tier1,Delhi,Student,Single,BR-028,2023/12/11,Premium,Instagram Ad,Late Night,False,Muscle Gain,In-person
MBR-013556,Revathi Pillai,Female,1999/05/25,Pune,Tier1,Maharashtra,Business Owner,Married,BR-027,2024/11/05,Premium,Friend Referral,Afternoon,False,General Fitness,App
MBR-003806,Nikita Bhosale,Female,03-09-2003,Nashik,Tier3,Maharashtra,Salaried-IT,Single,BR-012,2022/05/25,Basic,Justdial,Early Morning (5-7am),False,General Fitness,App
MBR-004711,Karan Chopra,Male,1996/05/05,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-040,2024/06/27,Premium,Friend Referral,Evening (6-9pm),True,General Fitness,App
MBR-016960,Moushumi Bose,Female,11-05-1991,Kolkata,Tier1,West Bengal,Business Owner,Married,BR-017,2024/01/06,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-000842,Biswajit Das,Male,1996/12/25,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,2025/02/14,Standard,Walk-in,Late Night,False,Rehab,App
MBR-015974,Vikram Malhotra ,Male,05-02-1992,Mumbai,Tier1,Maharashtra,Student,Single,BR-016,18-02-2021,Premium,Walk-in,Morning,True,Rehab,Website
MBR-004965,Aryan Arora,Male,1997/01/21,Gurugram,Tier1,Haryana,Govt Employee,Married,BR-037,11-02-2024,Premium,Friend Referral,Evening (6-9pm),True,Weight Loss,In-person
MBR-010330,Aditi Arora,Female,28-08-1994,Jaipur,Tier2,Rajasthan,Govt Employee,Single,BR-013,2023/09/05,Basic,Walk-in,Evening (6-9pm),False,Pre-Wedding Prep,In-person
MBR-012298,Anand Varma,Male,2005/02/08,Chennai,Tier1,Tamil Nadu,Student,Single,BR-002,02-01-2025,PT-Combo,Corporate Tie-up,Evening (6-9pm),True,Muscle Gain,In-person
MBR-009856,Ravi Mehta,Male,20-09-2007,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,15-09-2025,Premium,Instagram Ad,Morning,False,Weight Loss,In-person
MBR-011770,Trupti Naik,Female,,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-016,2024/03/26,Premium,Corporate Tie-up,Morning,True,Sports Training,In-person
MBR-002191,Pooja Menon,Female,28-06-1999,Surat,Tier2,Gujarat,Business Owner,Single,BR-031,21-03-2022,Basic,Walk-in,Morning,False,General Fitness,App
MBR-014601,Ranjan Bose,Male,2001/02/01,Surat,Tier2,Gujarat,Student,Single,BR-031,2023/03/06,Premium,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-012117,Deepak Gowda,Male,1997/08/08,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,2024/05/05,Standard,Instagram Ad,Evening (6-9pm),False,Sports Training,App
MBR-004102,Sharmila Roy,Female,24-07-1995,Patna,Tier3,Bihar,Business Owner,Married,BR-023,2024/07/02,PT-Combo,Instagram Ad,Evening (6-9pm),True,Weight Loss,App
MBR-009146,Balaji Shetty,Male,21-10-1997,Ahmedabad,Tier1,Gujarat,Govt Employee,Single,BR-038,2021/11/08,Premium,Instagram Ad,Afternoon,False,General Fitness,App
MBR-005296,Rahul Sethi,Male,12-07-1996,Lucknow,Tier2,Uttar Pradesh,Govt Employee,Single,BR-030,28-04-2023,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,Website
MBR-016602,Rana Sen,Male,24-04-2000,Bhopal,Tier2,Madhya Pradesh,Student,Single,BR-034,12-10-2021,Premium,Corporate Tie-up,Morning,False,Sports Training,In-person
MBR-002810,Amit Bhattacharya,Male,2000/07/02,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-016,06-10-2024,Premium,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App
MBR-000505,Ravi Chandran,Male,01-10-2004,Chennai,Tier1,Tamil Nadu,Student,Single,BR-015,11-02-2024,Basic,Corporate Tie-up,Morning,False,Weight Loss,In-person
MBR-004888,Jyoti Bhatia,Female,,Bhopal,Tier2,Madhya Pradesh,Business Owner,Married,BR-034,19-11-2024,Premium,Instagram Ad,Evening (6-9pm),True,General Fitness,App
MBR-009393,Mihir Shah,Male,,Pune,Tier1,Maharashtra,Business Owner,Single,BR-038,07-05-2024,Premium,Walk-in,Morning,False,General Fitness,In-person
MBR-007837,Venkatesh Iyengar,Male,1991/12/07,Surat,Tier2,Gujarat,Homemaker,Married,BR-031,2022/10/22,Basic,Aggregator App,Late Night,False,Sports Training,In-person
MBR-012131,Balaji Menon,Male,1999/02/23,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Married,BR-019,2025/01/23,Standard,Walk-in,Late Night,False,Sports Training,In-person
MBR-014941,Suman Ghosh,Male,2006/12/04,Chennai,Tier1,Tamil Nadu,Student,Single,BR-010,2024/05/26,PT-Combo,Instagram Ad,Late Night,True,Muscle Gain,App
MBR-017392,Amit Ghosh,Male,19-11-2009,Ranchi,Tier3,Jharkhand,Salaried-IT,Single,BR-013,2022/09/19,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-006800,Rushabh Mehta,Male,11-12-1996,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,09-08-2023,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-011492,Tanvi Rana,Female,1994/06/03,Gurugram,Tier1,Haryana,Freelancer,Single,BR-009,18-06-2021,Premium,Walk-in,Morning,True,Weight Loss,Website
MBR-005527,Tanvi Sharma,Female,10-03-2000,Delhi,Tier1,Delhi,Homemaker,Single,BR-005,19-12-2021,PT-Combo,Walk-in,Late Night,True,General Fitness,App
MBR-011116,Yash Mehta,Male,21-12-2000,Nagpur,Tier2,Maharashtra,Student,Other,BR-007,2021/02/14,Premium,Friend Referral,Late Night,False,Rehab,App
MBR-016705,Yash Kulkarni,Male,1993/10/19,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-039,13-01-2023,PT-Combo,Walk-in,Afternoon,True,Muscle Gain,App
MBR-002061,Ritu Bhalla,Female,15-04-1986,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,2021/10/12,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-002966,Neha Gaikwad,Female,2003/01/24,Delhi,Tier1,Delhi,Student,Single,BR-005,2023/02/28,Premium,Friend Referral,Early Morning (5-7am),True,Weight Loss,In-person
MBR-006459,Nisha Verma,Other,1997/03/22,Bangalore,Tier1,Karnataka,Salaried-IT,Married,BR-033,2024/06/15,Standard,Justdial,Afternoon,False,General Fitness,App
MBR-011552,Bhavna Singh,Female,13-11-1992,Amritsar,Tier3,Punjab,Homemaker,Married,BR-026,14-03-2021,Standard,Friend Referral,Early Morning (5-7am),False,Sports Training,App
MBR-014695,Anusha Iyengar,Female,11-04-2005,Mysore,Tier3,Karnataka,Student,Single,BR-029,2021/06/06,Basic,Walk-in,Evening (6-9pm),False,Pre-Wedding Prep,In-person
MBR-006561,Kajal Kulkarni,Female,26-05-2001,Vadodara,Tier2,Gujarat,Govt Employee,Single,BR-003,2025/01/02,Premium,Walk-in,Morning,True,General Fitness,App
MBR-004115,Amit Kher,Male,2003/09/15,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,01-12-2024,Standard,Friend Referral,Evening (6-9pm),True,General Fitness,In-person
MBR-005846,Priya Gowda,Female,09-05-2000,Coimbatore,Tier2,Tamil Nadu,Business Owner,Single,BR-019,2024/04/13,Basic,Walk-in,Early Morning (5-7am),False,Sports Training,In-person
MBR-016988,Madhavi Reddy,Female,12-11-2003,Mumbai,Tier1,Maharashtra,Student,Single,BR-029,05-05-2023,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-002382,Rohit Mehta,Male,1995/12/12,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,24-05-2022,PT-Combo,Friend Referral,Morning,True,Weight Loss,Website
MBR-014768,Rekha Grover,Female,09-07-1997,Gurgaon,Tier1,Haryana,Govt Employee,Married,BR-037,14-07-2023,Premium,Justdial,Morning,False,Muscle Gain,App
MBR-014165,Shreya Malhotra,Female,27-03-1994,Delhi,Tier1,Delhi,Homemaker,Married,BR-018,17-11-2021,Standard,Aggregator App,Morning,False,General Fitness,App
MBR-013519,Divya Achary,Female,2008/01/08,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2025/01/14,Standard,Friend Referral,Afternoon,False,General Fitness,Website
MBR-005168,Manisha Bhalla,Female,,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,26-01-2025,Basic,Walk-in,Late Night,False,Weight Loss,Website
MBR-006380,Mihir Trivedi,Other,1996/05/06,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-026,08-06-2023,Basic,Justdial,Late Night,False,Sports Training,Website
MBR-006313,Preeti Malhotra,Female,2006/01/27,Gurgaon,Tier1,Haryana,Student,Single,BR-009,2024/01/25,PT-Combo,Friend Referral,Morning,False,General Fitness,In-person
MBR-014577,Anjali Bhalla,Female,01-10-2007,Nagpur,Tier2,Maharashtra,Student,Single,BR-007,01-06-2025,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-017333,Payal Verma,Female,2003/08/08,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-014,10-09-2022,Standard,Friend Referral,Evening (6-9pm),False,Rehab,App
MBR-014845,Puneet Sharma,Male,1998/05/18,Chandigarh,Tier2,Punjab,Freelancer,Married,BR-008,10-05-2024,Basic,Walk-in,Early Morning (5-7am),False,Sports Training,App
MBR-007327,Aditya Kher,Male,1998/09/09,Pune,Tier1,Maharashtra,Business Owner,Married,BR-027,03-08-2025,Premium,Aggregator App,Morning,False,Muscle Gain,Website
MBR-009449,Kishore Gowda,Male,1995/11/23,Hyderabad,Tier1,Telangana,Freelancer,Married,BR-022,05-03-2021,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,App
MBR-016696,Abhijit Chavan,Male,22-06-2002,Delhi,Tier1,Delhi,Freelancer,Single,BR-018,2022/12/13,Premium,Friend Referral,Early Morning (5-7am),False,Weight Loss,In-person
MBR-008225,Suman Roy,Male,1971/02/09,Patna,Tier3,Bihar,Salaried-Non IT,Married,BR-032,02-11-2024,Standard,Friend Referral,Late Night,False,General Fitness,In-person
MBR-008882,Rahul Mehta,Male,2007/04/23,Delhi,Tier1,Delhi,Student,Single,BR-028,11-02-2025,Basic,Walk-in,Morning,False,Muscle Gain,App
MBR-000370,Deepak Murthy,Male,1980/04/26,Bangalore,Tier1,Karnataka,Salaried-Non IT,Other,BR-033,09-07-2024,Basic,Corporate Tie-up,Morning,False,Weight Loss,In-person
MBR-012287,Kishore Rao,Male,09-07-2004,Mumbai,Tier1,Maharashtra,Business Owner,Single,BR-016,27-07-2025,Standard,Aggregator App,Morning,True,General Fitness,App
MBR-013700,Ganesh Rao,Male,2008/05/03,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,11-08-2025,Standard,Walk-in,Morning,False,Muscle Gain,App
MBR-006450,Balaji Naidu,Male,19-04-1991,Bengaluru,Tier1,Karnataka,Freelancer,Single,BR-033,2021/08/25,Basic,Friend Referral,Evening (6-9pm),False,Pre-Wedding Prep,App
MBR-008271,Bhavna Chopra,Female,24-11-1997,Bhopal,Tier1,Madhya Pradesh,Salaried-IT,Single,BR-034,06-02-2024,Standard,Friend Referral,Morning,False,Sports Training,In-person
MBR-006585,Sourav Das,Male,2002/02/27,Jalandhar,Tier2,Punjab,Salaried-Non IT,Single,BR-007,09-01-2022,Premium,Walk-in,Morning,False,Muscle Gain,Website
MBR-012063,Divya Arora,Female,1992/06/25,Chandigarh,Tier2,Punjab,Business Owner,Single,BR-008,2023/01/24,Premium,Instagram Ad,Morning,False,Muscle Gain,In-person
MBR-012338,Srinivas Nair,Male,1995/04/10,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-Non IT,Other,BR-024,13-02-2024,Basic,Friend Referral,Late Night,False,General Fitness,App
MBR-002833,Vishal Desai,Male,1995/03/13,Ahmedabad,Tier1,Gujarat,Salaried-IT,Single,BR-038,12-12-2024,PT-Combo,Walk-in,Evening (6-9pm),True,Muscle Gain,App
MBR-005455,Ramesh Shetty,Male,1996/07/23,Kolkata,Tier1,West Bengal,Salaried-IT,Married,BR-017,01-01-2022,Basic,Aggregator App,Late Night,False,Weight Loss,In-person
MBR-004328,Harish Pillai,Male,2002/02/13,Bangalore,Tier1,Karnataka,Student,Single,BR-033,14-03-2024,Basic,Instagram Ad,Afternoon,False,General Fitness,App
MBR-002551,Nikhil Anand,Male,2005/10/28,Nagpur,Tier2,Maharashtra,Student,Single,BR-001,22-01-2023,Basic,Justdial,Evening (6-9pm),False,Weight Loss,In-person
MBR-011704,Karthik Chandran,Male,2007/08/04,Visakhapatnam,Tier2,Andhra Pradesh,Homemaker,Single,BR-024,27-06-2023,Basic,Friend Referral,Late Night,False,Muscle Gain,App
MBR-016984,Omkar Bhatt,Male,1973/08/11,Nagpur,Tier2,Maharashtra,Homemaker,Married,BR-007,25-05-2024,Basic,Justdial,Early Morning (5-7am),False,Weight Loss,App
MBR-012592,Rutuja Desai,Female,1992/07/17,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-026,07-05-2023,Basic,Walk-in,Morning,False,General Fitness,App
MBR-003103,Karthik Pillai,Male,12-05-1998,Bangalore,Tier1,Karnataka,Salaried-IT,Single,BR-033,2022/01/26,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-014587,Nikhil Bhalla,Male,23-08-1969,Indore,Tier2,Madhya Pradesh,Homemaker,Married,BR-018,2022/07/16,Premium,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person
MBR-014856,Rohan Tiwari,Male,11-04-2007,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-039,2023/02/05,Premium,Instagram Ad,Afternoon,False,Weight Loss,App
MBR-001306,Sathish Gowda,Male,13-08-2004,Bangalore,Tier1,Karnataka,Student,Single,BR-033,24-02-2023,Basic,Instagram Ad,Afternoon,False,General Fitness,App
MBR-013153,Mohit Dhawan,Male,1998/01/13,Gurgaon,Tier1,Haryana,Salaried-IT,Single,BR-037,02-11-2021,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person
MBR-006287,Rajesh Bhattacharya,Male,2000/10/07,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-018,11-03-2024,Basic,Aggregator App,Afternoon,False,Muscle Gain,App
MBR-015250,Rajesh Arora,Male,20-05-2001,Bhopal,Tier2,Madhya Pradesh,Student,Single,BR-034,12-10-2023,PT-Combo,Friend Referral,Evening (6-9pm),True,Weight Loss,In-person
MBR-014708,Aryan Malhotra,Male,2000/04/23,Gurgaon,Tier1,Haryana,Homemaker,Single,BR-009,2024/03/27,Basic,Justdial,Afternoon,False,Muscle Gain,In-person
MBR-017163,Anand Chandran,Male,20-10-2000,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-015,05-05-2021,Standard,Justdial,Evening (6-9pm),False,Sports Training,Website
